Validated By,Timestamp,Organization Name,Website,Type of Service ,Mission: ,Telephone: ,Email: ,"Address (#, Street Name, District/city, State, Zip Code)",Longitude (Example -72.4234),Latitude (Example 42.24345)
,11/16/2018 18:10:38,South Boston Action Center,https://bostonabcd.org/location/abcd-south-boston-apac/,Cash/Food Assistance,"SERVICES
Clothing and Furniture Assistance
Food Stamps/SNAP
Fuel Assistance
SummerWorks
Tax Assistance",617.269.5160,n/a,"424 West Broadway Street
Boston, MA 02127",-71.0494119,42.3367402
,11/16/2018 18:11:55,South Boston Head Start & Children’s Services - Mercer,https://bostonabcd.org/location/south-boston-head-start-mercer/,Education,"We focus on school readiness, social and learning skills, and physical wellness from the time your child is an infant until they're approaching kindergarten. We are a resource and referral agency that connects you with vouchers and childcare options that suit your schedule, and we provide support and training to childcare professionals. ABCD partners with leading academic, government, nonprofit, and private organizations on Head Start and Early Head Start programs and studies that seek to positively impact children and families. These publications feature detailed program information for Head Start & Early Head Start parents and early education professionals.",617.464.1557,n/a,"125 Mercer Street
South Boston, MA 02127",-71.052569,42.3305961
,11/16/2018 18:12:56,South Boston Head Start & Children’s Services - Orton Marotta,https://bostonabcd.org/,Education,"We focus on school readiness, social and learning skills, and physical wellness from the time your child is an infant until they're approaching kindergarten. We are a resource and referral agency that connects you with vouchers and childcare options that suit your schedule, and we provide support and training to childcare professionals. ABCD partners with leading academic, government, nonprofit, and private organizations on Head Start and Early Head Start programs and studies that seek to positively impact children and families. These publications feature detailed program information for Head Start & Early Head Start parents and early education professionals.",617.464.2210,n/a,"79 Orton Marotta Way
South Boston, MA 02127",-71.0569387,42.3379117
,11/16/2018 18:14:25,South Boston Head Start & Children’s Services,https://bostonabcd.org/location/south-boston-head-start/,Education,"We focus on school readiness, social and learning skills, and physical wellness from the time your child is an infant until they're approaching kindergarten. We are a resource and referral agency that connects you with vouchers and childcare options that suit your schedule, and we provide support and training to childcare professionals. ABCD partners with leading academic, government, nonprofit, and private organizations on Head Start and Early Head Start programs and studies that seek to positively impact children and families. These publications feature detailed program information for Head Start & Early Head Start parents and early education professionals.",617.269.5160,n/a,"424 West Broadway
South Boston, MA 02127",-71.0494119,42.3367402
,11/16/2018 18:15:32,South End Neighborhood Service Center,https://bostonabcd.org/location/southend-nsc/,Cash/Food Assistance,"SERVICES
Arrearage Management
Clothing and Furniture Assistance
Food Pantries
Fuel Assistance
SummerWorks
Tax Assistance
Youth Engaged in Action (YEA!)",617.267.7400,n/a,"554 Columbus Avenue
Boston, MA 02118",-71.0828626,42.3411726
,11/16/2018 18:17:04,South Side,https://bostonabcd.org/location/south-side/,Education,"SERVICES
English for Speakers of Other Languages (ESOL)
Head Start & Early Head Start
SummerWorks",,n/a,"19 Corinth Street
Roslindale, MA 02131",-71.1324416,42.2861239
,11/16/2018 18:18:22,Thelma D. Burns Building,https://bostonabcd.org/location/thelma-d-burns-building/,Community Center,"A stunningly renovated event space in Boston’s historic Grove Hall neighborhood, ABCD’s Thelma D. Burns building hosts public and private events that serve and enrich the community.

ABCD dedicated the building to Ms. Burns, a longtime community activist and advocate who has served on the organization’s board of directors for more than 35 years. An alumna of Boston University and Harvard University, she spent the majority of her career as METCO director for the Belmont Public Schools. Always at the forefront of social justice initiatives. she is a former Robert F. Kennedy Human Rights Fellow.",617.652.7020,burnsbuilding@bostonabcd.org,"575 Warren Street
Dorchester, MA 02121",-71.0856713,42.3121428
,11/16/2018 18:19:55,University High School,https://bostonabcd.org/service/university-high-school/,Education,"Income eligible Boston students age 16 to 22 and at minimum repeating 10th grade who have fallen behind at least one grade level in traditional high school settings or have left high school without completing their diploma requirements. Students engage through hybrid learning models. Because we meet you where you are in your learning, you’re able to access the curriculum through challenging and relevant content, experiential education, community service experiences, work-study opportunities, and project-based and capstone assessments.",617.348.6510,n/a,"575 Warren Street
Dorchester, MA 02121",-71.0856713,42.3121428
,11/16/2018 18:20:49,Walnut Grove Head Start & Children’s Services,https://bostonabcd.org/location/walnut-grove-head-start/,Education,"We focus on school readiness, social and learning skills, and physical wellness from the time your child is an infant until they're approaching kindergarten. We are a resource and referral agency that connects you with vouchers and childcare options that suit your schedule, and we provide support and training to childcare professionals. ABCD partners with leading academic, government, nonprofit, and private organizations on Head Start and Early Head Start programs and studies that seek to positively impact children and families. These publications feature detailed program information for Head Start & Early Head Start parents and early education professionals.",617.445.8202,n/a,"22 Elm Hill Avenue
Dorchester, MA 02121",-71.0864605,42.3122402
,11/16/2018 18:22:53,William J. Ostiguy High School,http://ostiguyhigh.org/is-ostiguy-right-for-me/,Education,"William J. Ostiguy High School is a safe, sober environment for youth in recovery. It may be difficult to know whether this type of supportive, educational arena is right for you, or your child.",(617) 348-6070,n/a,"19 Temple Place
Boston, MA 02111",-71.0646635,42.3552172
,11/16/2018 18:35:17,AFAB-KAFANM Association of Haitian Women in Boston,www.afab-kafanm.org,Community Center,Housing and Housing Advocacy; Adult Education Programs; Youth Development; Domestic Violence Prevention; Community Outreach; Legal Services Project,617-287-0096,cdesire@afab-kafanm.org,"330 Fuller Street, Dorchester, MA  02124",-71.082909,42.2797671
,11/16/2018 18:37:24,American Chinese Christian Educational and Social Services (ACCESS),www.chinatownaccess.org,Education,"The Adult Basic Education Program’s hope is to equip adults and families with literacy and resources to contribute and participate in society. We offer Computer Literacy, ESOL (English for Speakers of Other Languages), and Parenting ESOL and Workshops. We currently offer volunteer tutoring to current students–schedule varied. Community Service and Outreach ",617-426-1070,info@chinatownaccess.org,"244 Harrison Avenue
Boston, MA 02111",-71.0642529,42.3474928
,11/16/2018 18:38:45,Arlington Community Education,http://www.arlingtoncommunityed.org/,Education,"ESL Level 1: In a friendly classroom setting, learn to understand, speak, and write American English. This course is for those who have little or no knowledge of English. We will review the alphabet and work on spelling, pronunciation, and vocabulary. Letters, words, basic vocabulary for daily living, and common phrases will also be discussed. We will use worksheets, and practice pronunciation, listening, and conversation skills in class. ESL Level 2: This course is for those who have studied some basic English and who want to improve grammar, vocabulary, pronunciation, and conversation skills. Topics will include parts of speech, simple present, present progressive, and past tenses, and subject and object pronouns. We will use a textbook and worksheets, and we will practice pronunciation, listening, and conversation skills in class. This course will improve your understanding of American English, as well as your speaking and writing skills. Purchasing the textbook is optional.",781-316-3568,communityed@arlington.k12.ma.us,"869 Massachusetts Ave., Arlington, MA 02476",-71.1634719,42.4184857
,11/16/2018 18:42:11,Approach International Student Center,www.approachusa.com,Education,"Approach International Student Center 
is a well established English language 
school located in Allston, MA, only 
5 minutes away from Boston – one of
the most dynamic student centers in 
the world. 

Surrounded by great colleges and 
universities such as Harvard University, 
MIT, Boston University (BU), and Boston 
College, we teach over 200 students every 
month ranging from 13 to 70+ years old.

Our students come from all over the world
to attend a variety of full-time and part-time 
English courses. ",+1 617 787-5401 , admissions@approachusa.com,"196 Harvard Ave. #2
Allston, MA 02134 USA",-71.1331729,42.3507741
,11/16/2018 18:44:59,Bosnian Community Center for Resource Development (BCCRD),http://bccrd.org/,Community Center," We are committed to immigrant and refugee advocacy. We strive to provide culturally and linguistically appropriate services to refugees and immigrants who have resettled in the Greater Boston area. We aim to support and empower refugees as they rebuild their lives in the United States of America and help them become able participants in all facets of American life. Includes ESL, Case Management, SNAP, Translation and Interpreting Project, Legal Assistance, and Mental Health.",781.593.0100 EXT. 20,OFFICE@BCCRD.ORG,"330 Lynnway, Suite 302
Lynn, MA 01901",-70.9515746,42.4574222
,11/16/2018 18:47:43,Boston Academy of English,https://www.bostonacademyofenglish.com/home.htm,Education,"Our mission is to drive personal growth in both students of English as a foreign language and teaching English as a foreign language through high-quality, interactive classes in a stimulating and supportive environment.",+1-617-426-5979,info@staffordhouse.com,"38 Chauncy St, Boston MA	02111",-71.0618367,42.3538195
,11/16/2018 18:49:45,Boston Center for Adult Education,http://www.bcae.org/,Education,"""Adult Basic Education (ABE),	English for Speakers of Other Languages	Computer Literacy""",617-267-4430,information@bcae.org,"122 Arlington St., Boston, MA 02116",-71.0715115,42.3491295
,11/16/2018 18:51:24,Boston Centers for Youth & Families,https://www.boston.gov/departments/boston-centers-youth-families,Community Center,"We support children, youth, individuals and families through a wide range of programs and services. We manage 36 facilities, including community centers and pools.",617-635-4920,BCYF@BOSTON.GOV,"	
1483 TREMONT STREET
BOSTON, MA 02120
UNITED STATES",-71.1001556,42.3325914
,11/16/2018 18:52:38,Boston Chinatown Neighborhood Center,https://bcnc.net/,Education,"As the largest social service provider for Asian families in the Greater Boston area, Boston Chinatown Neighborhood Center (BCNC) responds to community needs by delivering holistic, family-centered, and culturally competent programs to over 3,000 children, youth, and adults each year.",617-635-5129,info@bcnc.net,"38 Ash Street, Boston, MA 02111 ",-71.0655823,42.3484241
,11/16/2018 18:53:55,Boston Chinatown Neighborhood Center,https://bcnc.net/,Education,"As the largest social service provider for Asian families in the Greater Boston area, Boston Chinatown Neighborhood Center (BCNC) responds to community needs by delivering holistic, family-centered, and culturally competent programs to over 3,000 children, youth, and adults each year.",617-770-0091,info@bcnc.net," 275 Hancock Street, Suite #200, Quincy, MA 02171",-71.0318149,42.2767806
,11/16/2018 18:57:22,Boston Chinatown Neighborhood Center,https://bcnc.net/,Education,"As the largest social service provider for Asian families in the Greater Boston area, Boston Chinatown Neighborhood Center (BCNC) responds to community needs by delivering holistic, family-centered, and culturally competent programs to over 3,000 children, youth, and adults each year.",617-863-9080,info@bcnc.net,"99 Albany Street, Boston, MA 02111",-71.062481,42.3494293
,11/16/2018 18:59:00,Boston Community ESOL Center,https://www.esolcenterboston.org/,Education,"The Boston Community ESOL Center strives to serve the approximately 10% of Bostonians that have limited English proficiency (Boston Redevelopment Authority 2012). Due to their inhibited ability to communicate, these members of our community confront many barriers to access of necessary goods and services. With an average 2-year waiting list for affordable ESL/ESOL classes, it is imperative that Boston's organizations, schools, and communities meet the demand for these programs.",(617) 863-2505,english.classes@awlci.org,"90 Canal Street, 4th Floor
Boston, MA 02114",-71.0621332,42.3640075
,11/17/2018 22:37:00,The DREAM Program ,https://www.dreamprogram.org/,Education,Our mission is to close the opportunity gap for children in low-income housing.,(617) 699-8408,boston@dreamprogram.org,"41, Dearborn St, Roxbury, MA, 02119",-71.079046,42.329241
,11/17/2018 22:46:07,The Immigrant Learning Center ,https://www.ilctr.org/,Education,"The Immigrant Learning Center, Inc. (ILC) of Malden, MA, is a not-for-profit organization that gives immigrants a voice in three ways: The English Language Program, The Public Education Institute and The Institute for Immigration Research",(781) 322-9777,info@ilctr.org,"442, Main St, Malden, MA, 02148-5117",-71.067298,42.42716
,11/17/2018 23:04:11,Tutoring Plus ,http://tutoringplus.org/,Education,"
Tutoring Plus advances educational equity by supporting youth in their academic, personal and social growth through free, individualized tutoring, mentoring and enrichment programs.

",617-349-6588 x422,info@tutoringplus.org,"225, Windsor St, Cambridge, MA, 02139-1913 ",-71.095914,42.36687
,11/17/2018 23:11:42,United Southend Settlements - South End House ,https://www.uses.org/,Housing,"The mission of United South End Settlements is to harness the power of our diverse community to disrupt the cycle of poverty for children and their families.

",617.536.8150 ,info@uses.org,"48, Rustland St, Boston, MA, 02118",-71.076346,42.339865
,11/17/2018 23:15:21,United South End Settlements- Harriet Tubman House ,https://www.uses.org,Housing,The mission of United South End Settlements is to harness the power of our diverse community to disrupt the cycle of poverty for children and their families.,617-536-8610,info@uses.org,"566, Columbus Ave, Boston, MA, 02118",-71.081011,42.340829
,11/18/2018 13:47:29,United Way of Central Massachusetts ,http://www.unitedwaycm.org,Community Center,"
Connecting People and Resources to Improve the Community",508) 757-5631,mail@unitedwaycm.org,"484, Main St, Worcester, MA, 01608",-71.803094,42.262433
,11/18/2018 14:05:14,Bird Street Community Center ,https://birdstreet.org,Community Center,"The mission of Bird Street is to instill in our youth and young adults the intellectual, social, and leadership competencies to effectively deal with daily challenges, strive for academic success, and pursue employment opportunities.Bird Street Community Center meets the day-to-day needs for building strong minds, healthy bodies, and outlets for creative expression and social interaction for families and children. Bird Street enables individuals across generations to engage in educational activities and life-long learning. Bird Street is a ""second home"" for our members, providing a space for local events, community gatherings, and celebrations. Bird Street remains vibrant, flexible, and responsive to the changing needs happening in the community. Our children and families residing in Dorchester, Roxbury, Mattapan and Hyde Park neighborhoods have been supported for many years.",(617) 282-6110,none ,"500, Columbia Rd, Dorchester, Massachusetts, 02125 ",-71.067641,42.314793
,11/18/2018 14:30:27,The Welcome Project ,https://www.welcomeproject.org/,Community Center,"Somerville's leading immigrant organization, The Welcome Project builds the collective power of immigrants to participate in and shape community decisions. We do this through programs that strengthen the capacity of immigrant youth, adults and families to advocate for themselves and influence schools, government, and other institutions.",617-623-6633,welcome@welcomeproject.org,"530, Mystic Ave, #111, Somerville, MA, 02145 ",-71.091968,42.397494
,11/18/2018 14:34:54,Wellspring House ,http://www.wellspringhouse.org,Housing,"Wellspring House empowers individuals and families to live more secure lives through basic needs assistance, education and job training.",(978) 281-3558 ,contact@wellspringhouse.org,"302, Essex Avenue, Gloucester, MA, 01930",-70.708814,42.611158
,11/18/2018 14:38:59,West End House ,https://westendhouse.org,Community Center,"West End House is the largest youth development agency in the Allston-Brighton community providing high-impact programs that ensure that our young people are succeeding academically, exploring and mastering the arts, developing career readiness skills and adopting healthy lifestyles.",617-787-4044,none ,"105, Allston Street, Allston, MA, 02134",-71.137373,42.349984
,11/18/2018 14:47:09,"Worcester Community Action Council, Inc ",http://www.wcac.net,Community Center,"Worcester Community Action Council's (WCAC) mission is helping people move to economic self-sufficiency through programs, partnerships, and advocacy",(508) 754-1176,none ,"484,Main Street, 2nd Floor,Worcester, MA ,01608",-71.803099,42.262418
,11/18/2018 14:51:16,Worcester Community Housing Resources ,https://www.wchr.org/,Housing,We are a not-for-profit organization whose mission is to create and preserve affordable housing opportunities for low to moderate income households and to initiate and support neighborhood revitalization throughout Worcester County., 508-799-0322,none ,"11, PLEASANT STREET, SUITE 300, WORCESTER, MA, 01609",-71.802775,42.263752
,11/18/2018 14:58:28,Community Action Agency of Somerville,https://www.caasomerville.org/,Education,"The mission of CAAS is to reduce poverty among local families and individuals while working to counteract - and whenever possible, eliminate - the societal conditions that cause and perpetuate poverty.",617-623-7370,info@caasomerville.org,"66-70, Union Square, Suite 104, Somerville, MA, 02143",-71.095052,42.379977
,11/18/2018 15:01:44,Community Action Pioneer Valley--Franklin County,https://www.communityaction.us,Community Center,"Community Action Pioneer Valley assists people who have low incomes to achieve economic stability and security, and works to build communities in which all people have the opportunity to thrive.",413-774-2318 ,none ,"393, Main Street, Greenfield, MA, 01301",-72.598982,42.587417
,11/18/2018 15:03:27,Community Action Pioneer Valley--Hampshire County,https://www.communityaction.us,Community Center,"Community Action Pioneer Valley assists people who have low incomes to achieve economic stability and security, and works to build communities in which all people have the opportunity to thrive.",413-582-4230,none,"56, Vernon Street, Northampton, MA, 01060",-72.649883,42.321987
,11/18/2018 15:05:28,Community Action Pioneer Valley--North Quabbin,https://www.communityaction.us,Community Center,"Community Action Pioneer Valley assists people who have low incomes to achieve economic stability and security, and works to build communities in which all people have the opportunity to thrive.",978-544-5423  ,none,"167, South Main Street, Orange, MA, 01364",-72.308801,42.584869
,11/19/2018 8:17:40,Educational Development Group ,http://edginc.org/,Education,"The Educational Development Group, Inc.’s mission is to prepare new immigrants for success by providing them with the language skills and cultural awareness needed to access educational and employment opportunities. To fulfill our mission, the cornerstone of our program is training in English communication, and reading and writing skills.",(617)357-5717,edg@edginc.org,"434, Massachusetts Ave, Boston, MA, 02118 ",-71.081765,42.340816
,11/19/2018 8:25:13,Emmaus ,https://emmausinc.org/,Housing,"We affirm the value of human dignity and self-respect for every person. We are called by our collective spiritual and social responsibility to serve all people in need—the homeless, disadvantaged, disabled, unemployed, and oppressed. Our goal is to enhance societal and personal advancement through provision of housing and support services that empower individuals and families to reach their fullest potential.",(978) 241-3400,info@emmausinc.org,"127, How Street, Haverhill, MA, 01830",-71.08082,42.777142
,11/19/2018 8:33:23,English At Large ,http://www.englishatlarge.org/,Education,"provides free, relevant, practical, and accessible services to adult immigrants and refugees in 21 communities in Middlesex County. ",781-395-2374,info@englishatlarge.org,"800 West Cummings Park, Suite 5550, Woburn, MA 01801",-71.125798,42.496262
,11/19/2018 8:40:03,Falmouth Service Center  ,http://www.falmouthservicecenter.org/,Cash/Food Assistance,"Our mission is to ease stress, reduce hunger and improve the quality of life for our neighbors in need. The Falmouth Service Center (FSC) works to increase self-sufficiency by helping to build networks among clients, neighbors and agencies.
",508-548-2794 ,none ,"611 Gifford Street, Falmouth MA 02540 ",-70.603596,41.576759
,11/19/2018 8:54:08,Found in Translation ,http://www.found-in-translation.org/,Education,"To help homeless and low-income multilingual women to achieve economic security through the use of their language skills. To reduce ethnic, racial, and linguistic disparities in health care by unleashing bilingual talent into the workforce",1-617-326-6600,abigail@found-in-translation.org,"  1532B Dorchester Ave.,Dorchester, MA 02122",-71.06047,42.298303
,11/19/2018 8:56:42,Franklin Food Pantry,https://www.franklinfoodpantry.org/,Cash/Food Assistance,"To provide immediate hunger relief and healthy sustainable solutions, by empowering our community through resources, education and collaboration.",508-528-3115,none,"43 W. Central Street, Franklin, MA 02038",-71.398505,42.08319
,11/19/2018 9:10:41,Health Care Without Walls ,https://www.healthcarewithoutwalls.org/,Housing,"Health Care Without Walls is a non-profit dedicated to providing free, compassionate medical care, education, and advocacy to homeless women and children in greater Boston.",781 239 0290,none,"148 Linden Street, Suite 208, Wellesley, MA 02482 ",-71.294154,42.299381
,11/19/2018 9:13:25,Health Imperatives ,http://healthimperatives.org/,Health,"Health Imperatives promotes healthy, safe, and vibrant families and communities.We support families and individuals who are struggling to cope with the devastating effects of poverty and violence, individuals who are worried about their health and safety, and parents who may be unprepared for the challenges of raising young children. Our health, nutrition, and counseling programs provide help, hope, and opportunity to local families and individuals. We’re Here for You.",(508) 583-3005,info@healthimperatives.org,"942 West Chestnut Street Brockton, MA 02301",-71.05467,42.054855
,11/19/2018 9:15:20,Health Resources in Action,https://hria.org,Health,"To help people live healthier lives and create healthy communities through prevention, health promotion, policy and research.",617.451.0049 ,None,"2 Boylston St. 4th floor Boston, MA 02116 ",-71.063086,42.3521
,11/19/2018 9:24:55,Hildebrand Family Self-Help Center ,http://www.hild-selfhelp.org/,Housing,"Whether through previous emergency shelter programs or the current Housing First program model, at the Hildebrand we are committed to working in collaboration with families, building on strengths rather than weaknesses; and identifying ways for our families not only to survive, but also to thrive.", 617-491-5752,info@hild-selfhelp.org,"614 Massachusetts Avenue, Third Floor, Cambridge, MA 02139",-71.103577,42.364766
,11/19/2018 9:31:40,Homework House,https://homeworkhouseholyoke.org/,Education,"Homework House strengthens our community by promoting educational success through free, individualized tutoring and mentoring for children at-risk. Homework House is a place where children growing up in Holyoke’s most economically challenged neighborhoods can experience learning success.",413-265-1017,hhstaff@homeworkhouseholyoke.org,"54 North Summer Street Holyoke, MA 01040",-72.5953,42.205405
,11/19/2018 9:38:36,Household Goods ,http://householdgoods.org/,Housing,"Household Goods, Inc. provides a full range of donated furniture and household items, free of charge, to help people in need make a home.",978-635-1710,info@householdgoods.org ,"530 Main Street, Acton, MA 01720",-71.428251,42.492512
,11/19/2018 9:46:25,Interfaith Social Services ,https://interfaithsocialservices.org/,Community Center,"Founded in 1947, Interfaith Social Services is dedicated to improving life for South Shore families and individuals in need. Our unique approach relies on a team of volunteers, donors and community partners to deliver compassionate, client-centered programs focused on hunger, mental health and emergency assistance.",617-773-6203,info@interfaithsocialservices.org,"105 Adams St, Quincy, MA 02169",-71.009226,42.256432
,11/19/2018 9:57:05,The International Language Institute of Massachusetts ,https://ili.edu/,Education,ILI’s mission is to promote intercultural understanding by providing high-quality language instruction and teacher training.,(413) 586-7569,info@ili.edu,"25 New South Street Northampton, MA 01060",-72.634164,42.317262
,11/19/2018 10:23:56,Jewish Vocational Services,https://www.jvs-boston.org/,Job Placement,"JVS’s mission is to empower individuals from diverse communities to find employment and build careers, while partnering with employers to hire, develop, and retain productive workforces.",(617) 399-3131, info@jvs-boston.org,"75 Federal Street, 3rd Floor, Boston, MA 02110",-71.056524,42.355027
,11/19/2018 10:41:29,Just A Start ,https://www.justastart.org/,Housing,"As a community development corporation (CDC), Just-A-Start (JAS) is dedicated to building the housing security and economic stability of low- to moderate-income people in Cambridge and nearby communities. Through comprehensive and integrated programs, JAS creates and maintains affordable housing, provides housing resources and services, offers education and workforce training for youth and adults, and builds community engagement. JAS’s vision is a better future for each and every community member: a secure home, a sustaining career, and engagement in the community.",617-494-0444,contact@justastart.org,"1035 Cambridge Street, #12 Cambridge, MA 02141",-71.093489,42.373584
,11/26/2018 10:28:53,Lawyers Clearing House ,https://lawyersclearinghouse.org/about/mission/,Legal,Lawyers Clearinghouse improves the lives of people facing social and economic hardship by engaging the legal community in pro bono service to nonprofit organizations and their homeless and low-income clients.,617-544-3434,none ,"7 Winthrop Square, 2nd floor, Boston, MA 02110",-71.05827,42.354295
,11/30/2018 14:43:46,Lextended Day,http://www.lextendedday.org/bowman/,Education,"Supporting Lexington families and community by giving school-age children the opportunity to play, explore, create, and make friends in a healthy and stimulating environment.",781-862-8072,office@lextendedday.org,"4 Militia Drive, Suite 12, Lexington, MA 02421",-71.236745,42.452329
,11/30/2018 14:48:51,Raising A Reader Massachusetts,https://raisingareaderma.org,Education,Our goal is to close the literacy opportunity gap among children ages birth to age six in high-need communities by helping families develop and practice shared home reading habits.,1-617-292-2665,info@raisingareaderma.org,"9B Hamilton Place, 3rd Floor Boston, MA 02108",-71.061398,42.356541
,11/30/2018 14:53:24,Loaves and Fishes Pantry ,https://loavesfishespantry.org/,Cash/Food Assistance,"Loaves & Fishes’ mission is to provide nutritious food, in an atmosphere of kindness and respect, to individuals in need who reside in Ayer, Devens, Groton, Harvard, Littleton and Shirley.", 978-772-4627,None ,"234 Barnum Road, Devens, MA 01434",-71.577848,42.54993
,11/30/2018 14:58:51,"Raw Art Works, Inc.",http://www.rawart.org,Job Placement,"
To foster personal and public self-reliance and improve the quality of life for individuals, families and the communities in which they live. RCAP Solutions works with the communities and systems we serve to promote public, environmental and economic health and offers very competitive rates for its services.  If your community qualifies, we can provide some services at no charge with funds available to our organization through government and private grants and contracts we administer.  Our efforts often leverage millions of additional dollars annually for the communities we assist.",800-488-1969,sbuck@rcapsolutions.org,"12 East Worcester Street Worcester, MA 01604 ",-71.790202,42.263
,11/30/2018 14:59:53,Lowell Community Health Center,http://www.lchealth.org,Health,"Lowell Community Health Center’s mission is to provide caring, quality and culturally competent health services to the people of Greater Lowell, regardless of their financial status; to reduce health disparities and enhance the health of the Greater Lowell community; and to empower each individual to maximize their overall well being.",978-937-9700,None ,"161 Jackson Street, Lowell, MA 01852 ",-71.310888,42.642405
,11/30/2018 15:02:43,Boston Higher Education Resource Center,https://www.bostonherc.org/,Education,"The Boston Higher Education Resource Center (HERC) serves under-represented urban students in grades 9-12 and their families. It does so through out-of-school academic enrichment, career advising, and academic support and retention services to help them graduate from high school and college. HERC awakens vision and purpose in the lives of the participants. HERC equips and empowers them to achieve their vision, to realize their potential and to transform their lives and communities. Boston HERC equips Latino and other disadvantaged youth and their families to obtain a higher education, break the grip of poverty, and become agents of change in the community",(617) 442-5608 ,,"62 Northampton St.
Boston, MA 02118",-71.0782201,42.3344761
,11/30/2018 15:03:07,"REACH Beyond Domestic Violence, Inc.",https://reachma.org,Mental Health,"REACH works with survivors of domestic violence to foster safety and support while engaging communities to promote healthy relationships. REACH Beyond Domestic Violence is a comprehensive domestic violence service agency serving 7,000 people a year through a combination of intervention and prevention services. Our shelter, 24-hour hotline, and community-based direct services provide domestic violence survivors with the help they need to achieve permanent safety and independence. Our Prevention programs engage the community, generate conversations, and create locally-based solutions to end domestic violence.",781.891.0724, info@reachma.org,"REACH PO Box 540024 Waltham, MA 02454",-71.252499,42.417174
,11/30/2018 15:05:06,Learn to Cope ,https://www.learn2cope.org/,Mental Health,"Learn to Cope is a non-profit support network that offers education, resources, peer support and hope for parents and family members coping with a loved one addicted to opiates or other drugs.",(508) 738-5148,,"4 Court Street, Suite 110, Taunton, MA 02780",-71.094468,41.90209
,11/30/2018 15:07:04,Boston Medical Center Food Pantry,https://www.bmc.org/nourishing-our-community/preventive-food-pantry,Cash/Food Assistance,"Welcome to the Preventive Food Pantry at Boston Medical Center! Created in 2001, the Food Pantry works to address nutrition-related illness and under-nutrition for our low-income patients. It fills the therapeutic gap by linking physicians and nutritionists to patients. Individuals with special nutritional needs are referred to the Pantry by BMC primary care providers who write “prescriptions” for supplemental foods that best promote physical health, prevent future illness and facilitate recovery. The Pantry is often used by patients with cancer, HIV/AIDS, hypertension, diabetes, obesity, heart disease and other chronic conditions.",617.414.3834 ,,"850 Harrison Ave, Boston, MA 02118",-71.0762458,42.334523
,11/30/2018 15:10:50,Lowell Telecommunications Corporation,http://www.ltc.org,Education,"
LTC MISSION STATEMENT
To strengthen the City of Lowell as a community media and educations center that empowers, connects, and informs all residents, businesses, and organizations in the city.",(978)458-5400,,"246 Market Street, Lowell, MA 01852",-71.312177,42.644406
,11/30/2018 15:11:09,Reading Public Library,https://www.readingpl.org,Education,"The Reading Public Library provides professional services, trusted resources, cultural and educational programs, and a welcoming community space for personal growth, collaboration and respectful discourse. The Reading Public Library is dedicated to strengthening our community by encouraging civic engagement, protecting intellectual freedoms, and preserving our history. We are committed to free, equal and diverse opportunities for all to learn and create.",781-944-0840,rdg@noblenet.org,"64 Middlesex Ave. Reading, MA 01867",-71.110269,42.526301
,11/30/2018 15:11:28,Boston Public Library - Literacy Services,https://www.bpl.org/services-central-library/community-learning-center/,Education,"The Community Learning Center includes seating for small-group tutoring, three conference rooms for conversation circles, adult literacy programs, and other collaborative work, an updated public computer classroom, and library collections including world languages and literacy. In addition, our Immigrant Information Corner is located in the Community Learning Center and provides information about resources and services available to help advance the well-being of the city’s immigrant residents. Visitors can speak to a staff member at the Community Learning Center for information about adult and digital literacy resources at the Library and around the city. The Community Learning Center is located on the Mezzanine Level of the Johnson building.",617-536-5400 ,ask@bpl.org,"Boston Public Library
700 Boylston St. 
Boston, MA 02116 ",-71.0788382,42.3494524
,11/30/2018 15:20:56,Boston Public Schools - Adult Learning Center,https://www.bostonpublicschools.org/Page/4486,Education,"The Family Literacy Program helps parents and children learn together. A Parenting Skills Curriculum provides parents with the opportunity to strengthen their parenting skills.  
Books to read at home with your children

-Visits to schools
-Read to Succeed - 20 minutes Reading Marathon
-Informative videos
-Discussion and sharing groups
-Workshops and activities for parents and children
-Fields Trips",617-635-9000,"2300 Washington Street  Roxbury, MA 02119","2300 Washington St, Roxbury, MA 02119",-71.0860427,42.330153
,11/30/2018 15:21:58,"RESPOND, Inc",https://www.respondinc.org,Mental Health,"RESPOND partners with individuals, families and communities to end the serious public health issue of domestic violence. RESPOND strives to achieve its mission through prevention, intervention and education services that promote safe, healthy relationships. A pioneer in the movement to end domestic violence, RESPOND is New England’s first domestic violence agency and the second oldest in the nation. Its work began in the early 1970s, when four women from Somerville, Massachusetts  started a grassroots effort to support victims of domestic violence by opening their own homes as safe havens for women fleeing abuse. In 1974, these “founding mothers” formed RESPOND, an organization that has provided life-saving shelter, support services, training  and education programs to more than 150,000 members of the community for over 40 years.",617.440.7267,info@respondinc.org,"PO Box 555 Somerville, MA 02143",,
,11/30/2018 15:22:39,Lowell Transitional Living Center Development Department,http://www.smoc.org/contact.php,Community Center,"To improve the quality of life of low-income and disadvantaged individuals and families by advocating for their needs and rights; providing services(family and nutrition services,housing and homelessness services, mental health and substance abuse services, energy and financial assistance, economic development and workforce development); educating the community; building a community of support; participating in coalitions with other advocates and searching for new resources and partnerships.","(508) 872-4853,",,"7 Bishop Street, Framingham, MA 01702",-71.408797,42.279148
